Symbol,Date,Open,High,Low,Close,Adjusted Close,Volume
MSFT,2025-04-07,350.8800,370.8899,344.7900,356.9150,356.9150,20854207
MSFT,2025-04-04,364.1300,374.5900,359.4800,359.8400,359.8400,46878390
MSFT,2025-04-03,374.7900,377.4800,369.3500,373.1100,373.1100,30198000
MSFT,2025-04-02,377.9700,385.0800,376.6200,382.1400,382.1400,16092600
MSFT,2025-04-01,374.6500,382.8500,373.2300,382.1900,382.1900,19689503
MSFT,2025-03-31,372.5400,377.0700,367.2400,375.3900,375.3900,35184700
MSFT,2025-03-28,388.0800,389.1300,376.9300,378.8000,378.8000,21632016
MSFT,2025-03-27,390.1300,392.2400,387.4000,390.5800,390.5800,13766800
MSFT,2025-03-26,395.0000,395.3100,388.5700,389.9700,389.9700,16132906
MSFT,2025-03-25,393.9200,396.3600,392.6400,395.1600,395.1600,15775000
MSFT,2025-03-24,395.4000,395.4000,389.8100,393.0800,393.0800,21004548
MSFT,2025-03-21,383.2200,391.7400,382.8000,391.2600,391.2600,39675928
MSFT,2025-03-20,385.7400,391.7900,383.2800,386.8400,386.8400,18470542
MSFT,2025-03-19,385.5300,389.6800,384.0000,387.8200,387.8200,19185532
MSFT,2025-03-18,387.0700,387.3700,381.1000,383.5200,383.5200,19486900
MSFT,2025-03-17,386.7000,392.7100,385.5700,388.7000,388.7000,22474300
MSFT,2025-03-14,379.7800,390.2300,379.5100,388.5600,388.5600,19952846
MSFT,2025-03-13,383.1600,385.3200,377.4500,378.7700,378.7700,20473017
MSFT,2025-03-12,382.9500,385.2200,378.9500,383.2700,383.2700,24253600
MSFT,2025-03-11,379.0000,386.0000,376.9100,380.4500,380.4500,30380200
MSFT,2025-03-10,385.8400,386.4000,377.2200,380.1600,380.1600,32840134
MSFT,2025-03-07,392.3200,394.8000,385.5400,393.3100,393.3100,22034100
MSFT,2025-03-06,394.2800,402.1500,392.6800,396.8900,396.8900,23304625
MSFT,2025-03-05,389.3400,401.6700,388.8100,401.0200,401.0200,23433132
MSFT,2025-03-04,383.4000,392.5800,381.0000,388.6100,388.6100,29342923
MSFT,2025-03-03,398.8200,398.8200,386.1600,388.4900,388.4900,23007726
MSFT,2025-02-28,392.6600,397.6300,386.5700,396.9900,396.9900,32845700
MSFT,2025-02-27,401.2700,405.7400,392.1700,392.5300,392.5300,21127406
MSFT,2025-02-26,398.0100,403.6000,394.2500,399.7300,399.7300,19619000
MSFT,2025-02-25,401.1000,401.9200,396.7000,397.9000,397.9000,29387402
MSFT,2025-02-24,408.5100,409.3700,399.3200,404.0000,404.0000,26443700
MSFT,2025-02-21,417.3400,418.0500,407.8900,408.2100,408.2100,27524800
MSFT,2025-02-20,415.2900,419.3100,412.5400,416.1300,416.1300,23508728
MSFT,2025-02-19,407.8800,415.4900,407.6500,414.7700,413.9400,24114200
MSFT,2025-02-18,408.0000,410.6000,406.5000,409.6400,408.8200,21423100
MSFT,2025-02-14,407.7900,408.9100,405.8800,408.4300,407.6100,22758500
MSFT,2025-02-13,407.0000,411.0000,406.3600,410.5400,409.7200,23891731
MSFT,2025-02-12,407.2100,410.7500,404.3700,409.0400,408.2200,19121734
MSFT,2025-02-11,409.6400,412.4900,409.3000,411.4400,410.6200,18140600
MSFT,2025-02-10,413.7100,415.4600,410.9200,412.2200,411.4000,20817919
MSFT,2025-02-07,416.4800,418.6500,408.1000,409.7500,408.9300,22886844
MSFT,2025-02-06,414.0000,418.2000,414.0000,415.8200,414.9900,16309800
MSFT,2025-02-05,412.3500,413.8300,410.4000,413.2900,412.4600,16336188
MSFT,2025-02-04,412.6900,413.9200,409.7400,412.3700,411.5400,20532100
MSFT,2025-02-03,411.6000,415.4100,408.6600,410.9200,410.1000,25679149
MSFT,2025-01-31,418.9800,420.6900,414.9100,415.0600,414.2300,34223400
MSFT,2025-01-30,418.7700,422.8600,413.1600,414.9900,414.1600,54586300
MSFT,2025-01-29,446.6900,446.8800,440.4000,442.3300,441.4400,23581400
MSFT,2025-01-28,434.6000,448.3800,431.3800,447.2000,446.3100,23491703
MSFT,2025-01-27,424.0100,435.2000,423.5000,434.5600,433.6900,35647805
MSFT,2025-01-24,445.1600,446.6500,441.4000,444.0600,443.1700,15549500
MSFT,2025-01-23,442.0000,446.7500,441.5000,446.7100,445.8200,18389300
MSFT,2025-01-22,437.5600,447.2700,436.0000,446.2000,445.3100,27803811
MSFT,2025-01-21,430.2000,430.9000,425.6000,428.5000,427.6400,26085703
MSFT,2025-01-17,434.0900,434.4800,428.1700,429.0300,428.1700,26197507
MSFT,2025-01-16,428.7000,429.4900,424.3900,424.5800,423.7300,15300023
MSFT,2025-01-15,419.1300,428.1500,418.2700,426.3100,425.4600,19637838
MSFT,2025-01-14,417.8100,419.7400,410.7200,415.6700,414.8400,16935900
MSFT,2025-01-13,415.2400,418.5000,412.2900,417.1900,416.3600,17604800
MSFT,2025-01-10,424.6300,424.7100,415.0200,418.9500,418.1100,20201132
MSFT,2025-01-08,423.4600,426.9700,421.5400,424.5600,423.7100,15054600
MSFT,2025-01-07,429.0000,430.6500,420.8000,422.3700,421.5200,18139100
MSFT,2025-01-06,428.0000,434.3200,425.4800,427.8500,426.9900,20573648
MSFT,2025-01-03,421.0800,424.0300,419.5400,423.3500,422.5000,16662943
MSFT,2025-01-02,425.5300,426.0700,414.8500,418.5800,417.7400,16896500
MSFT,2024-12-31,426.1000,426.7300,420.6600,421.5000,420.6600,13246509
MSFT,2024-12-30,426.0600,427.5500,421.9000,424.8300,423.9800,13158703
MSFT,2024-12-27,434.6000,435.2200,426.3500,430.5300,429.6700,18117713
MSFT,2024-12-26,439.0800,440.9400,436.6300,438.1100,437.2300,8199927
MSFT,2024-12-24,434.6500,439.6000,434.1900,439.3300,438.4500,7164543
MSFT,2024-12-23,436.7400,437.6500,432.8300,435.2500,434.3800,19152519
MSFT,2024-12-20,433.1100,443.7400,428.6300,436.6000,435.7300,64263700
MSFT,2024-12-19,441.6200,443.1800,436.3200,437.0300,436.1600,22963700
MSFT,2024-12-18,451.3200,452.6500,437.0200,437.3900,436.5100,24444545
MSFT,2024-12-17,451.0100,455.2900,449.5700,454.4600,453.5500,22733500
MSFT,2024-12-16,447.2700,452.1800,445.2800,451.5900,450.6900,23598834
MSFT,2024-12-13,448.4400,451.4300,445.5800,447.2700,446.3700,20177833
MSFT,2024-12-12,449.1100,456.1600,449.1100,449.5600,448.6600,20834800
MSFT,2024-12-11,444.0500,450.3500,444.0500,448.9900,448.0900,19200208
MSFT,2024-12-10,444.3900,449.6200,441.6000,443.3300,442.4400,18469500
MSFT,2024-12-09,442.6000,448.3300,440.5000,446.0200,445.1300,19144400
MSFT,2024-12-06,442.3000,446.1000,441.7700,443.5700,442.6800,18821002
MSFT,2024-12-05,437.9200,444.6600,436.1700,442.6200,441.7300,21697800
MSFT,2024-12-04,433.0300,439.6700,432.6300,437.4200,436.5400,26009429
MSFT,2024-12-03,429.8400,432.4700,427.7400,431.2000,430.3400,18302000
MSFT,2024-12-02,421.5700,433.0000,421.3100,430.9800,430.1200,20207223
MSFT,2024-11-29,420.0900,424.8800,417.8000,423.4600,422.6100,16271921
MSFT,2024-11-27,425.1100,427.2300,422.0200,422.9900,422.1400,18332444
MSFT,2024-11-26,419.5900,429.0400,418.8500,427.9900,427.1300,23458900
MSFT,2024-11-25,418.3800,421.0800,414.8500,418.7900,417.9500,27691100
MSFT,2024-11-22,411.3700,417.4000,411.0600,417.0000,416.1700,24814626
MSFT,2024-11-21,419.5000,419.7800,410.2900,412.8700,412.0400,20780200
MSFT,2024-11-20,416.8700,417.2900,410.5800,415.4900,413.8300,19191700
MSFT,2024-11-19,413.1100,417.9400,411.5500,417.7900,416.1200,18133529
MSFT,2024-11-18,414.8700,418.4000,412.1000,415.7600,414.1000,24742013
MSFT,2024-11-15,419.8200,422.8000,413.6400,415.0000,413.3400,28247644
MSFT,2024-11-14,425.0000,428.1700,420.0000,426.8900,425.1800,30246900
MSFT,2024-11-13,421.6400,429.3300,418.2100,425.2000,423.5000,21502200
MSFT,2024-11-12,418.2500,424.4400,417.2000,423.0300,421.3400,19401204
MSFT,2024-11-11,422.5200,424.8100,416.0000,418.0100,416.3400,24503321
MSFT,2024-11-08,425.3200,426.5000,421.7800,422.5400,420.8500,16891414
MSFT,2024-11-07,421.2800,426.8500,419.8800,425.4300,423.7300,19901800
MSFT,2024-11-06,412.4200,420.4500,410.5200,420.1800,418.5000,26681842
MSFT,2024-11-05,408.3700,414.9000,408.0800,411.4600,409.8200,17626011
MSFT,2024-11-04,409.8000,410.4200,405.5700,408.4600,406.8300,19672300
MSFT,2024-11-01,409.0100,415.5000,407.5000,410.3700,408.7300,24230442
MSFT,2024-10-31,415.3600,416.1600,406.3000,406.3500,404.7300,53971000
MSFT,2024-10-30,437.4400,438.5000,432.1000,432.5300,430.8000,29749149
MSFT,2024-10-29,428.0000,433.1700,425.8000,431.9500,430.2200,17644100
MSFT,2024-10-28,431.6600,431.9400,426.3000,426.5900,424.8900,14882444
MSFT,2024-10-25,426.7600,432.5200,426.5700,428.1500,426.4400,16899100
MSFT,2024-10-24,425.3300,425.9800,422.4000,424.7300,423.0300,13581631
MSFT,2024-10-23,430.8600,431.0800,422.5300,424.6000,422.9000,19654400
MSFT,2024-10-22,418.4900,430.5800,418.0400,427.5100,425.8000,25482200
MSFT,2024-10-21,416.1200,418.9600,413.7500,418.7800,417.1100,14206115
MSFT,2024-10-18,417.1400,419.6500,416.2600,418.1600,416.4900,17145317
MSFT,2024-10-17,422.3600,422.5000,415.5900,416.7200,415.0600,14820004
MSFT,2024-10-16,415.1700,416.3600,410.4800,416.1200,414.4600,15508932
MSFT,2024-10-15,422.1800,422.4800,415.2600,418.7400,417.0700,18900201
MSFT,2024-10-14,417.7700,424.0400,417.5200,419.1400,417.4700,16653100
MSFT,2024-10-11,416.1400,417.1300,413.2500,416.3200,414.6600,14144944
MSFT,2024-10-10,415.2300,417.3500,413.1500,415.8400,414.1800,13848400
MSFT,2024-10-09,415.8600,420.3800,414.3000,417.4600,415.7900,14974300
MSFT,2024-10-08,410.9000,415.6600,408.1700,414.7100,413.0500,19229300
MSFT,2024-10-07,416.0000,417.1100,409.0000,409.5400,407.9000,20919800
MSFT,2024-10-04,418.2400,419.7500,414.9700,416.0600,414.4000,19190913
MSFT,2024-10-03,417.6300,419.5500,414.2900,416.5400,414.8800,13686421
MSFT,2024-10-02,422.5800,422.8200,416.7100,417.1300,415.4600,16582300
MSFT,2024-10-01,428.4500,428.4800,418.8100,420.6900,419.0100,19092945
MSFT,2024-09-30,428.2100,430.4200,425.3700,430.3000,428.5800,16854606
MSFT,2024-09-27,431.5200,431.8500,427.4700,428.0200,426.3100,14896131
MSFT,2024-09-26,435.0900,435.3000,429.1300,431.3100,429.5900,14492044
MSFT,2024-09-25,429.8300,433.1200,428.5700,432.1100,430.3800,13396400
MSFT,2024-09-24,433.0000,433.3500,426.1000,429.1700,427.4600,17015800
MSFT,2024-09-23,434.2800,436.4600,430.3900,433.5100,431.7800,15128900
MSFT,2024-09-20,437.2200,439.2400,434.2200,435.2700,433.5300,55167106
MSFT,2024-09-19,441.2300,441.5000,436.9000,438.6900,436.9400,21706600
MSFT,2024-09-18,435.0000,436.0300,430.4100,430.8100,429.0900,18898042
MSFT,2024-09-17,440.2300,441.8500,432.2700,435.1500,433.4100,18874231
MSFT,2024-09-16,430.6000,433.5300,428.2200,431.3400,429.6200,13834700
MSFT,2024-09-13,425.8300,431.8300,425.4600,430.5900,428.8700,15874600
MSFT,2024-09-12,423.3100,427.3700,419.7500,427.0000,425.2900,17418800
MSFT,2024-09-11,415.5000,423.9900,409.5800,423.0400,421.3500,19266923
MSFT,2024-09-10,408.2000,416.3300,407.7000,414.2000,412.5500,19594300
MSFT,2024-09-09,407.2400,408.6500,402.1500,405.7200,404.1000,15295134
MSFT,2024-09-06,409.0600,410.6500,400.8000,401.7000,400.1000,19609526
MSFT,2024-09-05,407.6200,413.1000,406.1300,408.3900,406.7600,14195516
MSFT,2024-09-04,405.9100,411.2400,404.3700,408.9000,407.2700,15135806
MSFT,2024-09-03,417.9100,419.8800,407.0300,409.4400,407.8000,20313603
MSFT,2024-08-30,415.6000,417.4900,412.1300,417.1400,415.4700,24308324
MSFT,2024-08-29,414.9400,422.0500,410.6000,413.1200,411.4700,17045241
MSFT,2024-08-28,414.8800,415.0000,407.3100,410.6000,408.9600,14882700
MSFT,2024-08-27,412.8600,414.3600,410.2500,413.8400,412.1900,13492911
MSFT,2024-08-26,416.3700,417.2800,411.3400,413.4900,411.8400,13152830
MSFT,2024-08-23,416.9800,419.2600,412.0900,416.7900,415.1300,18493800
MSFT,2024-08-22,424.3600,426.7900,414.6100,415.5500,413.8900,19361901
MSFT,2024-08-21,424.0800,426.4000,421.7200,424.1400,422.4500,16067300
MSFT,2024-08-20,421.7000,425.8600,421.6400,424.8000,423.1000,16387600
MSFT,2024-08-19,418.9600,421.7500,416.4600,421.5300,419.8500,15234000
MSFT,2024-08-16,420.6000,421.3400,417.3000,418.4700,416.8000,22775600
MSFT,2024-08-15,419.8000,421.1100,417.6600,421.0300,419.3500,20752144
MSFT,2024-08-14,414.8000,417.7200,412.4500,416.8600,414.4500,18267000
MSFT,2024-08-13,409.5900,414.9500,409.5700,414.0100,411.6100,19414300
MSFT,2024-08-12,407.0600,408.7600,404.2400,406.8100,404.4600,16762900
MSFT,2024-08-09,404.0300,408.0500,402.2600,406.0200,403.6700,19276700
MSFT,2024-08-08,402.4400,405.8600,399.9400,402.6900,400.3600,20203030
MSFT,2024-08-07,408.6400,410.0800,397.4700,398.4300,396.1200,20650906
MSFT,2024-08-06,400.0000,405.6700,398.5000,399.6100,397.3000,24946525
MSFT,2024-08-05,389.1700,401.0400,385.5800,395.1500,392.8600,40709238
MSFT,2024-08-02,412.4900,415.0000,404.3400,408.4900,406.1300,29437900
MSFT,2024-08-01,420.7900,427.4600,413.0900,417.1100,414.7000,30296400
MSFT,2024-07-31,420.5000,421.7800,412.2100,418.3500,415.9300,42891400
MSFT,2024-07-30,427.7200,429.0500,417.3600,422.9200,420.4700,32687600
MSFT,2024-07-29,431.5800,432.1500,424.7000,426.7300,424.2600,15125836
MSFT,2024-07-26,418.2000,428.9200,417.2700,425.2700,422.8100,23583839
MSFT,2024-07-25,428.8000,429.8000,417.5100,418.4000,415.9800,29943800
MSFT,2024-07-24,440.4500,441.4800,427.5900,428.9000,426.4200,26805800
MSFT,2024-07-23,443.9000,448.3900,443.1000,444.8500,442.2800,13107100
MSFT,2024-07-22,441.7900,444.6000,438.9100,442.9400,440.3800,15808800
MSFT,2024-07-19,433.1000,441.1400,432.0000,437.1100,434.5800,20940417
MSFT,2024-07-18,444.3400,444.6500,434.4000,440.3700,437.8200,20794822
MSFT,2024-07-17,442.5900,444.8500,439.1800,443.5200,440.9500,21778000
MSFT,2024-07-16,454.2200,454.3000,446.6600,449.5200,446.9200,17175700
MSFT,2024-07-15,453.3000,457.2600,451.4300,453.9600,451.3300,14429447
MSFT,2024-07-12,454.3300,456.3600,450.6500,453.5500,450.9300,16324300
MSFT,2024-07-11,462.9800,464.7800,451.5500,454.7000,452.0700,23111200
MSFT,2024-07-10,461.2200,466.4600,458.8600,466.2500,463.5500,18196100
MSFT,2024-07-09,467.0000,467.3300,458.0000,459.5400,456.8800,17228507
MSFT,2024-07-08,466.5500,467.7000,464.4600,466.2400,463.5400,12962321
MSFT,2024-07-05,459.6100,468.3500,458.9700,467.5600,464.8500,16000300
MSFT,2024-07-03,458.1900,461.0200,457.8800,460.7700,458.1000,9932830
MSFT,2024-07-02,453.2000,459.5900,453.1100,459.2800,456.6200,13979800
MSFT,2024-07-01,448.6600,457.3700,445.6600,456.7300,454.0900,17662818
MSFT,2024-06-28,453.0700,455.3800,446.4100,446.9500,444.3600,28362300
MSFT,2024-06-27,452.1800,456.1700,451.7700,452.8500,450.2300,14806324
MSFT,2024-06-26,449.0000,453.6000,448.1900,452.1600,449.5400,16507030
MSFT,2024-06-25,448.2500,451.4200,446.7500,450.9500,448.3400,16747529
MSFT,2024-06-24,449.8000,452.7500,446.4100,447.6700,445.0800,15913719
MSFT,2024-06-21,447.3800,450.5800,446.5100,449.7800,447.1800,34486200
MSFT,2024-06-20,446.3000,446.5300,441.2700,445.7000,443.1200,19877400
MSFT,2024-06-18,449.7100,450.1400,444.8900,446.3400,443.7600,17112504
MSFT,2024-06-17,442.5900,450.9400,440.7200,448.3700,445.7800,20790030
MSFT,2024-06-14,438.2800,443.1400,436.7200,442.5700,440.0100,13582000
MSFT,2024-06-13,440.8500,443.3900,439.3700,441.5800,439.0200,15960600
MSFT,2024-06-12,435.3200,443.4000,433.2500,441.0600,438.5100,22366233
MSFT,2024-06-11,425.4800,432.8200,425.2500,432.6800,430.1800,14551101
MSFT,2024-06-10,424.7000,428.0800,423.8900,427.8700,425.3900,14003034
MSFT,2024-06-07,426.2000,426.2800,423.0000,423.8500,421.4000,13621700
MSFT,2024-06-06,424.0100,425.3100,420.5800,424.5200,422.0600,14861300
MSFT,2024-06-05,417.8100,424.0800,416.3000,424.0100,421.5600,16988038
MSFT,2024-06-04,412.4300,416.4400,409.6800,416.0700,413.6600,14348917
MSFT,2024-06-03,415.5300,416.4300,408.9200,413.5200,411.1300,17484700
MSFT,2024-05-31,416.7500,416.7500,404.5100,415.1300,412.7300,47995300
MSFT,2024-05-30,424.3000,424.3000,414.2400,414.6700,412.2700,28424847
MSFT,2024-05-29,425.6900,430.9400,425.6900,429.1700,426.6900,15517130
MSFT,2024-05-28,429.6300,430.8200,426.6000,430.3200,427.8300,15718024
MSFT,2024-05-24,427.1900,431.0600,424.4100,430.1600,427.6700,11855285
MSFT,2024-05-23,432.9700,433.6000,425.4200,427.0000,424.5300,17211700
MSFT,2024-05-22,430.0900,432.4100,427.1300,430.5200,428.0300,18073700
MSFT,2024-05-21,426.8300,432.9700,424.8500,429.0400,426.5600,21453300
MSFT,2024-05-20,420.2100,426.7700,419.9900,425.3400,422.8800,16272137
MSFT,2024-05-17,422.5400,422.9200,418.0300,420.2100,417.7800,15352239
MSFT,2024-05-16,421.8000,425.4200,420.3500,420.9900,418.5500,17530100
MSFT,2024-05-15,417.9000,423.8100,417.2700,423.0800,420.6300,22239533
MSFT,2024-05-14,412.0200,417.4900,411.5500,416.5600,413.4000,15109306
MSFT,2024-05-13,418.0100,418.3500,410.8200,413.7200,410.5900,15440226
MSFT,2024-05-10,412.9400,415.3800,411.8000,414.7400,411.6000,13402300
MSFT,2024-05-09,410.5700,412.7200,409.1000,412.3200,409.2000,14689727
MSFT,2024-05-08,408.1700,412.2300,406.7100,410.5400,407.4300,11792308
MSFT,2024-05-07,414.6600,414.6700,409.0900,409.3400,406.2400,20018228
MSFT,2024-05-06,408.7600,413.9300,406.3700,413.5400,410.4100,16996639
MSFT,2024-05-03,402.2800,407.1500,401.8600,406.6600,403.5800,17446724
MSFT,2024-05-02,397.6600,399.9300,394.6500,397.8400,394.8300,17709400
MSFT,2024-05-01,392.6100,401.7200,390.3100,394.9400,391.9500,23562500
MSFT,2024-04-30,401.4900,402.1600,389.1700,389.3300,386.3800,28781400
MSFT,2024-04-29,405.2500,406.3200,399.1900,402.2500,399.2000,19582100
MSFT,2024-04-26,412.1700,413.0000,405.7600,406.3200,403.2400,29694700
MSFT,2024-04-25,394.0300,399.8900,388.0300,399.0400,396.0200,40586500
MSFT,2024-04-24,409.5600,412.4700,406.7800,409.0600,405.9600,15065330
MSFT,2024-04-23,404.2400,408.2000,403.0600,407.5700,404.4800,15734501
MSFT,2024-04-22,400.0800,402.8500,395.7500,400.9600,397.9200,20286900
MSFT,2024-04-19,404.0300,405.4800,397.7700,399.1200,396.1000,30565789
MSFT,2024-04-18,410.6300,411.8900,403.9500,404.2700,401.2100,21029917
MSFT,2024-04-17,417.2500,418.8800,410.3300,411.8400,408.7200,15855500
MSFT,2024-04-16,414.5700,418.4000,413.7300,414.5800,411.4400,16765616
MSFT,2024-04-15,426.6000,426.8200,413.4300,413.6400,410.5100,20273538
MSFT,2024-04-12,424.0500,425.1800,419.7700,421.9000,418.7000,19253750
MSFT,2024-04-11,425.8200,429.3700,422.3600,427.9300,424.6900,17966423
MSFT,2024-04-10,422.1900,424.0300,419.7000,423.2600,420.0500,16216600
MSFT,2024-04-09,426.4400,427.7400,421.6200,426.2800,423.0500,12512300
MSFT,2024-04-08,425.1700,427.2800,423.3000,424.5900,421.3700,14272400
MSFT,2024-04-05,420.0100,426.5100,418.3200,425.5200,422.3000,16554761
MSFT,2024-04-04,424.9900,428.6700,417.5700,417.8800,414.7100,19370900
MSFT,2024-04-03,419.7300,423.2600,419.0900,420.4500,417.2600,16502300
MSFT,2024-04-02,420.1100,422.3800,417.8400,421.4400,418.2500,17912000
MSFT,2024-04-01,423.9500,427.8900,422.2200,424.5700,421.3500,16316000
MSFT,2024-03-28,420.9600,421.8700,419.1200,420.7200,417.5300,21871200
MSFT,2024-03-27,424.4400,424.4500,419.0100,421.4300,418.2400,16705000
MSFT,2024-03-26,425.6100,425.9900,421.3500,421.6500,418.4600,16725647
MSFT,2024-03-25,425.2400,427.4100,421.6100,422.8600,419.6600,18060500
MSFT,2024-03-22,429.7000,429.8600,426.0700,428.7400,425.4900,17648473
MSFT,2024-03-21,429.8300,430.8200,427.1600,429.3700,426.1200,21296222
MSFT,2024-03-20,422.0000,425.9600,420.6600,425.2300,422.0100,17860100
MSFT,2024-03-19,417.8300,421.6700,415.5500,421.4100,418.2200,19837915
MSFT,2024-03-18,414.2500,420.7300,413.7800,417.3200,414.1600,20106000
MSFT,2024-03-15,419.2900,422.6000,412.7900,416.4200,413.2600,45079903
MSFT,2024-03-14,420.2400,427.8200,417.9900,425.2200,422.0000,34157300
MSFT,2024-03-13,418.1000,418.1800,411.4500,415.1000,411.9500,17115931
MSFT,2024-03-12,407.6200,415.5700,406.7900,415.2800,412.1300,22457003
MSFT,2024-03-11,403.7600,405.6800,401.2600,404.5200,401.4600,16120800
MSFT,2024-03-08,407.9600,410.4200,404.3300,406.2200,403.1400,18002186
MSFT,2024-03-07,406.1200,409.7800,402.2400,409.1400,406.0400,18718500
MSFT,2024-03-06,402.9700,405.1600,398.3900,402.0900,399.0400,22344149
MSFT,2024-03-05,413.9600,414.2500,400.6400,402.6500,399.6000,26919200
MSFT,2024-03-04,413.4400,417.3500,412.3200,414.9200,411.7800,17596000
MSFT,2024-03-01,411.2700,415.8700,410.8800,415.5000,412.3500,17823445
MSFT,2024-02-29,408.6400,414.2000,405.9200,413.6400,410.5100,31947300
MSFT,2024-02-28,408.1800,409.3000,405.3200,407.7200,404.6300,13183125
MSFT,2024-02-27,407.9900,408.3200,403.8500,407.4800,404.3900,14835827
MSFT,2024-02-26,411.4600,412.1600,407.3600,407.5400,404.4500,16193505
MSFT,2024-02-23,415.6700,415.8600,408.9700,410.3400,407.2300,16295900
MSFT,2024-02-22,410.1900,412.8300,408.5700,411.6500,408.5300,27009900
MSFT,2024-02-21,400.1700,402.2900,397.2200,402.1800,399.1300,18631100
MSFT,2024-02-20,403.2400,404.4900,398.0100,402.7900,399.7400,24307915
MSFT,2024-02-16,407.9600,408.2900,403.4400,404.0600,401.0000,22296495
MSFT,2024-02-15,408.1400,409.1300,404.2900,406.5600,403.4800,21825525
MSFT,2024-02-14,408.0700,409.8400,404.5700,409.4900,406.3900,20401200
MSFT,2024-02-13,404.9400,410.0700,403.3900,406.3200,402.5000,27824936
MSFT,2024-02-12,420.5600,420.7400,414.7500,415.2600,411.3500,21202921
MSFT,2024-02-09,415.2500,420.8200,415.0900,420.5500,416.5900,22032844
MSFT,2024-02-08,414.0500,415.5600,412.5300,414.1100,410.2100,21225300
MSFT,2024-02-07,407.4400,414.3000,407.4000,414.0500,410.1500,22340526
MSFT,2024-02-06,405.8800,407.9700,402.9100,405.4900,401.6700,18382624
MSFT,2024-02-05,409.9000,411.1600,403.9900,405.6500,401.8300,25352300
MSFT,2024-02-02,403.8100,412.6500,403.5600,411.2200,407.3500,28256670
MSFT,2024-02-01,401.8300,408.0000,401.8000,403.7800,399.9800,30657726
MSFT,2024-01-31,406.9600,415.3200,397.2100,397.5800,393.8400,47871100
MSFT,2024-01-30,412.2600,413.0500,406.4500,408.5900,404.7500,33477610
MSFT,2024-01-29,406.0600,409.9800,404.3300,409.7200,405.8700,24510236
MSFT,2024-01-26,404.3700,406.1700,402.4300,403.9300,400.1300,17803300
MSFT,2024-01-25,404.3200,407.0100,402.5300,404.8700,401.0600,21021200
MSFT,2024-01-24,401.5400,405.6300,400.4500,402.5600,398.7700,24867000
MSFT,2024-01-23,395.7500,399.3800,393.9300,398.9000,395.1500,20525900
MSFT,2024-01-22,400.0200,400.6200,393.5900,396.5100,392.7800,27016902
MSFT,2024-01-19,395.7600,398.6700,393.5000,398.6700,394.9200,29331136
MSFT,2024-01-18,391.7200,393.9900,390.1200,393.8700,390.1600,23392100
MSFT,2024-01-17,387.9800,390.1100,384.8100,389.4700,385.8100,22234108
MSFT,2024-01-16,393.6600,394.0300,387.6200,390.2700,386.6000,27202300
MSFT,2024-01-12,385.4900,388.6800,384.6500,388.4700,384.8200,21661153
MSFT,2024-01-11,386.0000,390.6800,380.3800,384.6300,381.0100,27850846
MSFT,2024-01-10,376.3700,384.1700,376.3200,382.7700,379.1700,25514245
MSFT,2024-01-09,372.0100,375.9900,371.1900,375.7900,372.2500,20830000
MSFT,2024-01-08,369.3000,375.2000,369.0100,374.6900,371.1600,23134000
